,px,py,vx,vy,a,r
0,65.34628961153356,85.17463702018182,3.9642444390694394,-4.403573162322234,0.0,3.0
1,34.38800117822761,14.971131634891222,-3.74613826389281,4.44687078264097,0.0,3.0
2,60.344293649806175,77.89188710128127,1.587413955387941,2.0470951785982887,0.0,2.0
3,93.83640777064645,30.88356096327911,-0.6426511572341056,2.044622068300738,0.0,3.0
4,8.11535193054935,89.99088564793703,2.4105005734304896,-1.784885451107483,0.0,3.0
5,5.018596329545764,89.10735880327331,-3.85586247637254,-0.8592003554637806,0.0,3.0
6,7.982024343618931,24.691648836990232,-2.975636333578584,3.7697966842544943,0.0,3.0
7,21.220335156215604,48.35549766623198,4.223861927588796,-4.349852178346763,0.0,3.0
8,87.44829234460832,41.10657163257768,-4.619319105561495,1.5168034552212974,0.0,3.0
9,46.49199576376715,56.650964769965654,-4.3093081889800615,-0.9947629396142732,0.0,3.0
