,px,py,vx,vy,a,r
0,27.81691320473135,82.83885970006583,1.6031587100570626,2.504876205940409,0.0,1.0
1,5.10346004443333,26.63538351196189,-2.555770549029417,-4.733485136504251,0.0,2.0
2,51.42278498216666,1.7836016804946402,-4.03871913338225,1.5737661886717413,0.0,1.0
3,64.50512510131148,68.4683091550923,3.9751103835101276,2.1779198427288238,0.0,1.0
4,83.9190810375141,7.6669185892092235,-0.9537520257230305,-1.1762483036389404,0.0,3.0
5,95.68561757402045,3.0745314565341504,-2.924455081746343,2.7128218734124854,0.0,1.0
6,74.27045657101894,83.9708339400243,2.0033440332517207,-4.4374994646841595,0.0,2.0
7,27.72511279073464,30.487096427214553,-4.654312243469507,-1.33491491716353,0.0,3.0
8,30.975538911744053,49.06029650438421,3.507828451538897,4.464967503868369,0.0,2.0
9,29.11343905494121,85.8906061908528,0.10009328377168458,-4.508288655130201,0.0,2.0
