,px,py,vx,vy,a,r
0,29.954458151474114,86.17869464131974,1.6031587100570626,2.504876205940409,0.0,1.0
1,2.304234020939223,20.32406999662294,2.555770549029417,-4.733485136504251,0.0,2.0
2,46.03782613765685,3.8819565987236446,-4.03871913338225,1.5737661886717413,0.0,1.0
3,69.80527227932498,71.3722022787303,3.9751103835101276,2.1779198427288238,0.0,1.0
4,82.64741166988364,6.09858751769061,-0.9537520257230305,-1.1762483036389404,0.0,3.0
5,91.78634413169158,6.691627287750809,-2.924455081746343,2.7128218734124854,0.0,1.0
6,76.94158194868828,78.05416798711173,2.0033440332517207,-4.4374994646841595,0.0,2.0
7,21.519363132775396,28.70720987099638,-4.654312243469507,-1.33491491716353,0.0,3.0
8,35.65264351379588,55.01358650954211,3.507828451538897,4.464967503868369,0.0,2.0
9,29.246896766636752,79.87955465067961,0.10009328377168458,-4.508288655130201,0.0,2.0
