,px,py,vx,vy,a,r
0,70.03731219776566,79.96374211143385,3.9642444390694394,-4.403573162322234,0.0,3.0
1,29.95507089928781,20.233262061016354,-3.74613826389281,4.44687078264097,0.0,3.0
2,62.22273349701528,80.3142830626227,1.587413955387941,2.0470951785982887,0.0,2.0
3,93.07593723458653,33.3030304107683,-0.6426511572341056,2.044622068300738,0.0,3.0
4,10.96777760910872,87.87877119745946,2.4105005734304896,-1.784885451107483,0.0,3.0
5,5.5441742674950625,88.09063838264166,3.85586247637254,-0.8592003554637806,0.0,3.0
6,4.460854682217601,29.152574913358126,-2.975636333578584,3.7697966842544943,0.0,3.0
7,26.218571770529085,43.20817258852144,4.223861927588796,-4.349852178346763,0.0,3.0
8,81.98209806969342,42.90145572125598,-4.619319105561495,1.5168034552212974,0.0,3.0
9,41.39264774014075,55.47382862475556,-4.3093081889800615,-0.9947629396142732,0.0,3.0
