,px,py,vx,vy,a,r
0,56.03031517972053,95.52303395163906,3.9642444390694394,-4.403573162322234,0.0,3.0
1,43.191426098375665,4.520985295684973,-3.74613826389281,4.44687078264097,0.0,3.0
2,56.61387085464444,73.08121343157504,1.587413955387941,2.0470951785982887,0.0,2.0
3,95.34663799014571,26.078699102772404,-0.6426511572341056,2.044622068300738,0.0,3.0
4,3.5493244170123237,94.18536645804039,-2.4105005734304896,-1.784885451107483,0.0,3.0
5,14.079873149021207,91.12647963861224,-3.85586247637254,-0.8592003554637806,0.0,3.0
6,14.97476972752849,15.832626628992026,-2.975636333578584,3.7697966842544943,0.0,3.0
7,11.294259626381908,58.57765028534728,4.223861927588796,-4.349852178346763,0.0,3.0
8,95.69630775732125,37.54208351280811,4.619319105561495,1.5168034552212974,0.0,3.0
9,56.61887000787028,58.988657678058935,-4.3093081889800615,-0.9947629396142732,0.0,3.0
