,px,py,vx,vy,a,r
0,66.66770442455669,83.70677929940774,3.9642444390694394,-4.403573162322234,0.0,3.0
1,33.13928842359668,16.45342189577154,-3.74613826389281,4.44687078264097,0.0,3.0
2,60.8734316349355,78.57425216081407,1.587413955387941,2.0470951785982887,0.0,2.0
3,93.6221907182352,31.565101652712684,-0.6426511572341056,2.044622068300738,0.0,3.0
4,8.918852121692835,89.3959238309011,2.4105005734304896,-1.784885451107483,0.0,3.0
5,3.7333088374215873,88.82095868478552,-3.85586247637254,-0.8592003554637806,0.0,3.0
6,6.990145565759401,25.948247731741752,-2.975636333578584,3.7697966842544943,0.0,3.0
7,22.628289132078557,46.90554694011634,4.223861927588796,-4.349852178346763,0.0,3.0
8,85.90851930942102,41.61217278431805,-4.619319105561495,1.5168034552212974,0.0,3.0
9,45.0555597007738,56.3193771234276,-4.3093081889800615,-0.9947629396142732,0.0,3.0
