,px,py,vx,vy,a,r
0,28.64521187159417,84.13304573980172,1.6031587100570626,2.504876205940409,0.0,1.0
1,3.7829785941014658,24.189749524768047,-2.555770549029417,-4.733485136504251,0.0,2.0
2,49.33611342991911,2.5967142113083783,-4.03871913338225,1.5737661886717413,0.0,1.0
3,66.55893213279171,69.59356774050202,3.9751103835101276,2.1779198427288238,0.0,1.0
4,83.4263091575573,7.059190298995761,-0.9537520257230305,-1.1762483036389404,0.0,3.0
5,94.17464911511802,4.476156091130606,-2.924455081746343,2.7128218734124854,0.0,1.0
6,75.30551765486581,81.67812588327068,2.0033440332517207,-4.4374994646841595,0.0,2.0
7,25.320384798275434,29.79739038668001,-4.654312243469507,-1.33491491716353,0.0,3.0
8,32.787916945039136,51.3671963813829,3.507828451538897,4.464967503868369,0.0,2.0
9,29.165153918223233,83.56132371903568,0.10009328377168458,-4.508288655130201,0.0,2.0
