,px,py,vx,vy,a,r
0,60.06063035944106,91.04606790327813,3.9642444390694394,-4.403573162322234,0.0,3.0
1,39.38285219675133,9.041970591369946,-3.74613826389281,4.44687078264097,0.0,3.0
2,58.22774170928888,75.16242686315007,1.587413955387941,2.0470951785982887,0.0,2.0
3,94.69327598029142,28.15739820554481,-0.6426511572341056,2.044622068300738,0.0,3.0
4,4.901351165975342,92.37073291608078,2.4105005734304896,-1.784885451107483,0.0,3.0
5,10.159746298042469,90.25295927722448,-3.85586247637254,-0.8592003554637806,0.0,3.0
6,11.949539455056978,19.665253257984155,-2.975636333578584,3.7697966842544943,0.0,3.0
7,15.588519252763804,54.155300570694564,4.223861927588796,-4.349852178346763,0.0,3.0
8,93.6073844853575,39.084167025616225,-4.619319105561495,1.5168034552212974,0.0,3.0
9,52.237740015740556,57.97731535611787,-4.3093081889800615,-0.9947629396142732,0.0,3.0
