,px,py,vx,vy,a,r
0,27.790193892897065,82.79711176330015,1.6031587100570626,2.504876205940409,0.0,1.0
1,5.146056220250487,26.714274930903628,-2.555770549029417,-4.733485136504251,0.0,2.0
2,51.490096967723034,1.7573722440167778,-4.03871913338225,1.5737661886717413,0.0,1.0
3,64.43887326158631,68.43201049104682,3.9751103835101276,2.1779198427288238,0.0,1.0
4,83.93497690460948,7.686522727603206,-0.9537520257230305,-1.1762483036389404,0.0,3.0
5,95.73435849204957,3.029317758643942,-2.924455081746343,2.7128218734124854,0.0,1.0
6,74.23706750379807,84.04479226443571,2.0033440332517207,-4.4374994646841595,0.0,2.0
7,27.802684661459132,30.50934500916728,-4.654312243469507,-1.33491491716353,0.0,3.0
8,30.917075104218405,48.98588037931974,3.507828451538897,4.464967503868369,0.0,2.0
9,29.111770833545016,85.96574433510496,0.10009328377168458,-4.508288655130201,0.0,2.0
