,px,py,vx,vy,a,r
0,33.21421419525683,91.27194292673195,1.6031587100570626,2.504876205940409,0.0,1.0
1,7.500967470632366,10.699316885731037,2.555770549029417,-4.733485136504251,0.0,2.0
2,37.82576389977939,7.081947849022879,-4.03871913338225,1.5737661886717413,0.0,1.0
3,77.88799672579557,75.80063929227825,3.9751103835101276,2.1779198427288238,0.0,1.0
4,80.70811588424718,3.7068826336247302,-0.9537520257230305,-1.1762483036389404,0.0,3.0
5,85.83995213214004,12.207698430356213,-2.924455081746343,2.7128218734124854,0.0,1.0
6,81.01504814963403,69.03125240892004,2.0033440332517207,-4.4374994646841595,0.0,2.0
7,12.055594904387457,25.992882872763666,-4.654312243469507,-1.33491491716353,0.0,3.0
8,42.785228031924916,64.0923537674079,3.507828451538897,4.464967503868369,0.0,2.0
9,29.450419776972453,70.7127010519155,0.10009328377168458,-4.508288655130201,0.0,2.0
