,px,py,vx,vy,a,r
0,55.23746629190666,96.40374858410351,3.9642444390694394,-4.403573162322234,0.0,3.0
1,43.94065375115422,3.6316111391567816,-3.74613826389281,4.44687078264097,0.0,3.0
2,56.296388063566845,72.67179439585536,1.587413955387941,2.0470951785982887,0.0,2.0
3,95.47516822159245,25.66977468911226,-0.6426511572341056,2.044622068300738,0.0,3.0
4,4.03142453169842,94.54234354826195,-2.4105005734304896,-1.784885451107483,0.0,3.0
5,14.851045644295713,91.29831970970491,-3.85586247637254,-0.8592003554637806,0.0,3.0
6,15.569896994244196,15.078667292141136,-2.975636333578584,3.7697966842544943,0.0,3.0
7,10.449487240864158,59.44762072101667,4.223861927588796,-4.349852178346763,0.0,3.0
8,94.77244393620887,37.23872282176389,4.619319105561495,1.5168034552212974,0.0,3.0
9,57.48073164566629,59.18761026598177,-4.3093081889800615,-0.9947629396142732,0.0,3.0
