,px,py,vx,vy,a,r
0,31.04994993667978,87.89036004871237,1.6031587100570626,2.504876205940409,0.0,1.0
1,4.050677229442656,17.089521820011726,2.555770549029417,-4.733485136504251,0.0,2.0
2,43.27803472984557,4.95736349431601,-4.03871913338225,1.5737661886717413,0.0,1.0
3,72.5215977080569,72.86044750459477,3.9751103835101276,2.1779198427288238,0.0,1.0
4,81.99568111897302,5.29481784353732,-0.9537520257230305,-1.1762483036389404,0.0,3.0
5,89.78796649249803,8.545388901249346,-2.924455081746343,2.7128218734124854,0.0,1.0
6,78.31053370474382,75.02187668624403,2.0033440332517207,-4.4374994646841595,0.0,2.0
7,18.338916433071283,27.795018010934566,-4.654312243469507,-1.33491491716353,0.0,3.0
8,38.04965962234744,58.06464763718553,3.507828451538897,4.464967503868369,0.0,2.0
9,29.315293843880717,76.79889073634085,0.10009328377168458,-4.508288655130201,0.0,2.0
